,tau,kappa,beta,sigma,delta_t,avg_reward
1771,25.0,10000.0,0.0,10.0,2.0,10.28341965379471
1772,25.0,10000.0,0.0,10.0,3.0,12.944938671546097
1773,25.0,10000.0,0.0,10.0,4.0,13.365737695246395
1774,25.0,10000.0,0.0,10.0,5.0,17.871354272385382
1775,25.0,10000.0,0.0025,0.5,1.0,7.4428422277894555
1776,25.0,10000.0,0.0025,0.5,2.0,8.69319957719027
1777,25.0,10000.0,0.0025,0.5,3.0,7.275919402950478
1778,25.0,10000.0,0.0025,0.5,4.0,6.930713067453685
1779,25.0,10000.0,0.0025,0.5,5.0,9.72794291809922
1780,25.0,10000.0,0.0025,2.875,1.0,12.39036080417721
1781,25.0,10000.0,0.0025,2.875,2.0,12.212920562446829
1782,25.0,10000.0,0.0025,2.875,3.0,12.162710223051194
1783,25.0,10000.0,0.0025,2.875,4.0,12.537186684244862
1784,25.0,10000.0,0.0025,2.875,5.0,19.34765808107176
1785,25.0,10000.0,0.0025,5.25,1.0,15.229213107894461
1786,25.0,10000.0,0.0025,5.25,2.0,14.059186112063031
1787,25.0,10000.0,0.0025,5.25,3.0,13.451141406198118
1788,25.0,10000.0,0.0025,5.25,4.0,12.797996248801784
1789,25.0,10000.0,0.0025,5.25,5.0,10.425455934129932
1790,25.0,10000.0,0.0025,7.625,1.0,16.04176677576547
1791,25.0,10000.0,0.0025,7.625,2.0,13.235718791593907
1792,25.0,10000.0,0.0025,7.625,3.0,10.26172909609721
1793,25.0,10000.0,0.0025,7.625,4.0,11.306795484904589
1794,25.0,10000.0,0.0025,7.625,5.0,4.797803720103054
1795,25.0,10000.0,0.0025,10.0,1.0,12.588421927051913
1796,25.0,10000.0,0.0025,10.0,2.0,13.603201319317193
1797,25.0,10000.0,0.0025,10.0,3.0,14.616140796211278
1798,25.0,10000.0,0.0025,10.0,4.0,10.263709577733922
1799,25.0,10000.0,0.0025,10.0,5.0,15.346977716564695
1800,25.0,10000.0,0.005,0.5,1.0,6.515098538999143
1801,25.0,10000.0,0.005,0.5,2.0,9.198581568071194
1802,25.0,10000.0,0.005,0.5,3.0,6.278422293259887
1803,25.0,10000.0,0.005,0.5,4.0,9.061653779436176
1804,25.0,10000.0,0.005,0.5,5.0,6.019607923814101
1805,25.0,10000.0,0.005,2.875,1.0,8.895932496668497
1806,25.0,10000.0,0.005,2.875,2.0,25.76900947748312
1807,25.0,10000.0,0.005,2.875,3.0,21.230327597962944
1808,25.0,10000.0,0.005,2.875,4.0,17.69248919471762
1809,25.0,10000.0,0.005,2.875,5.0,8.174304826583732
1810,25.0,10000.0,0.005,5.25,1.0,14.091370425629643
1811,25.0,10000.0,0.005,5.25,2.0,9.698469651754872
1812,25.0,10000.0,0.005,5.25,3.0,7.897998540690852
1813,25.0,10000.0,0.005,5.25,4.0,13.300632612289936
1814,25.0,10000.0,0.005,5.25,5.0,12.595805282269007
1815,25.0,10000.0,0.005,7.625,1.0,10.045832412248506
1816,25.0,10000.0,0.005,7.625,2.0,12.692379475364586
1817,25.0,10000.0,0.005,7.625,3.0,14.214433174071567
1818,25.0,10000.0,0.005,7.625,4.0,13.728205886190135
1819,25.0,10000.0,0.005,7.625,5.0,13.000552681013493
1820,25.0,10000.0,0.005,10.0,1.0,18.279477767269533
1821,25.0,10000.0,0.005,10.0,2.0,11.640075328199297
1822,25.0,10000.0,0.005,10.0,3.0,13.600354313917283
1823,25.0,10000.0,0.005,10.0,4.0,12.524504365780055
1824,25.0,10000.0,0.005,10.0,5.0,11.017084491544841
1825,25.0,10000.0,0.0075,0.5,1.0,8.604455335388893
1826,25.0,10000.0,0.0075,0.5,2.0,7.118547043256105
1827,25.0,10000.0,0.0075,0.5,3.0,7.581710697550872
1828,25.0,10000.0,0.0075,0.5,4.0,6.373716577080835
1829,25.0,10000.0,0.0075,0.5,5.0,5.570147927302156
1830,25.0,10000.0,0.0075,2.875,1.0,11.57344472318604
1831,25.0,10000.0,0.0075,2.875,2.0,9.871474387535814
1832,25.0,10000.0,0.0075,2.875,3.0,15.738406879229554
1833,25.0,10000.0,0.0075,2.875,4.0,12.575491044406544
1834,25.0,10000.0,0.0075,2.875,5.0,11.020136796027476
1835,25.0,10000.0,0.0075,5.25,1.0,10.145172435836587
1836,25.0,10000.0,0.0075,5.25,2.0,8.529740158115063
1837,25.0,10000.0,0.0075,5.25,3.0,17.00523045409893
1838,25.0,10000.0,0.0075,5.25,4.0,8.193303622433548
1839,25.0,10000.0,0.0075,5.25,5.0,11.888302699867882
1840,25.0,10000.0,0.0075,7.625,1.0,15.760757982630839
1841,25.0,10000.0,0.0075,7.625,2.0,19.88595871822217
1842,25.0,10000.0,0.0075,7.625,3.0,12.035067579999396
1843,25.0,10000.0,0.0075,7.625,4.0,7.530176855008524
1844,25.0,10000.0,0.0075,7.625,5.0,16.449719611448764
1845,25.0,10000.0,0.0075,10.0,1.0,9.754740349295194
1846,25.0,10000.0,0.0075,10.0,2.0,14.237265481780224
1847,25.0,10000.0,0.0075,10.0,3.0,9.225726858513092
1848,25.0,10000.0,0.0075,10.0,4.0,15.059726833266756
1849,25.0,10000.0,0.0075,10.0,5.0,14.909951494444964
1850,25.0,10000.0,0.01,0.5,1.0,6.196624244011787
1851,25.0,10000.0,0.01,0.5,2.0,7.9509151784417185
1852,25.0,10000.0,0.01,0.5,3.0,5.697195899859928
1853,25.0,10000.0,0.01,0.5,4.0,6.921454839437464
1854,25.0,10000.0,0.01,0.5,5.0,8.014984856823691
1855,25.0,10000.0,0.01,2.875,1.0,11.486450353025528
1856,25.0,10000.0,0.01,2.875,2.0,17.89972093783956
1857,25.0,10000.0,0.01,2.875,3.0,11.341057834994887
1858,25.0,10000.0,0.01,2.875,4.0,15.93774970250953
1859,25.0,10000.0,0.01,2.875,5.0,14.048302692650248
1860,25.0,10000.0,0.01,5.25,1.0,12.68712718434655
1861,25.0,10000.0,0.01,5.25,2.0,17.70358308397467
1862,25.0,10000.0,0.01,5.25,3.0,10.49790436444841
1863,25.0,10000.0,0.01,5.25,4.0,18.110247784160325
1864,25.0,10000.0,0.01,5.25,5.0,11.754238197679852
1865,25.0,10000.0,0.01,7.625,1.0,12.990184870739219
1866,25.0,10000.0,0.01,7.625,2.0,16.029123528429672
1867,25.0,10000.0,0.01,7.625,3.0,15.105856076227397
1868,25.0,10000.0,0.01,7.625,4.0,5.156735330540865
1869,25.0,10000.0,0.01,7.625,5.0,18.23530241639073
1870,25.0,10000.0,0.01,10.0,1.0,16.50278129520996
1871,25.0,10000.0,0.01,10.0,2.0,10.089716193997738
1872,25.0,10000.0,0.01,10.0,3.0,12.138762611141285
1873,25.0,10000.0,0.01,10.0,4.0,14.73844783522786
1874,25.0,10000.0,0.01,10.0,5.0,19.055904207743488
1875,37.0,1.0,0.0,0.5,1.0,0.8285524226882259
1876,37.0,1.0,0.0,0.5,2.0,1.6302594786297437
1877,37.0,1.0,0.0,0.5,3.0,0.9893804317932423
1878,37.0,1.0,0.0,0.5,4.0,0.42006980987748416
1879,37.0,1.0,0.0,0.5,5.0,0.3710200134806132
1880,37.0,1.0,0.0,2.875,1.0,11.443708703609245
1881,37.0,1.0,0.0,2.875,2.0,6.551056574818159
1882,37.0,1.0,0.0,2.875,3.0,4.668016979685738
1883,37.0,1.0,0.0,2.875,4.0,3.5804106738950123
1884,37.0,1.0,0.0,2.875,5.0,6.095472492308751
1885,37.0,1.0,0.0,5.25,1.0,9.795907713989028
1886,37.0,1.0,0.0,5.25,2.0,8.340499149540172
1887,37.0,1.0,0.0,5.25,3.0,7.526437285539546
1888,37.0,1.0,0.0,5.25,4.0,6.089855385964285
1889,37.0,1.0,0.0,5.25,5.0,5.496877847235254
1890,37.0,1.0,0.0,7.625,1.0,6.166932970291062
1891,37.0,1.0,0.0,7.625,2.0,11.08692383940297
1892,37.0,1.0,0.0,7.625,3.0,6.044320307034396
1893,37.0,1.0,0.0,7.625,4.0,10.721971694001024
1894,37.0,1.0,0.0,7.625,5.0,5.248422212185147
1895,37.0,1.0,0.0,10.0,1.0,4.2552517640474425
1896,37.0,1.0,0.0,10.0,2.0,12.315215521978107
1897,37.0,1.0,0.0,10.0,3.0,4.859509041425522
1898,37.0,1.0,0.0,10.0,4.0,11.712695228101172
1899,37.0,1.0,0.0,10.0,5.0,8.316567274034563
1900,37.0,1.0,0.0025,0.5,1.0,1.3205654214937677
1901,37.0,1.0,0.0025,0.5,2.0,1.513253236878455
1902,37.0,1.0,0.0025,0.5,3.0,0.5606820847771329
1903,37.0,1.0,0.0025,0.5,4.0,0.4387805151899065
1904,37.0,1.0,0.0025,0.5,5.0,0.49518977833240047
1905,37.0,1.0,0.0025,2.875,1.0,8.008701690998416
1906,37.0,1.0,0.0025,2.875,2.0,9.645486872265755
1907,37.0,1.0,0.0025,2.875,3.0,0.987723869892284
1908,37.0,1.0,0.0025,2.875,4.0,4.5964112140683735
1909,37.0,1.0,0.0025,2.875,5.0,5.6399525253201315
1910,37.0,1.0,0.0025,5.25,1.0,9.759846960787508
1911,37.0,1.0,0.0025,5.25,2.0,7.414415860353889
1912,37.0,1.0,0.0025,5.25,3.0,3.9058691714972182
1913,37.0,1.0,0.0025,5.25,4.0,10.823425355756887
1914,37.0,1.0,0.0025,5.25,5.0,7.298503232819257
1915,37.0,1.0,0.0025,7.625,1.0,7.854994141478706
1916,37.0,1.0,0.0025,7.625,2.0,11.424002046283894
1917,37.0,1.0,0.0025,7.625,3.0,9.776671747005725
1918,37.0,1.0,0.0025,7.625,4.0,8.241067222576469
1919,37.0,1.0,0.0025,7.625,5.0,7.396717302722391
1920,37.0,1.0,0.0025,10.0,1.0,12.874944107786144
1921,37.0,1.0,0.0025,10.0,2.0,5.961189223572488
1922,37.0,1.0,0.0025,10.0,3.0,3.983943377522479
1923,37.0,1.0,0.0025,10.0,4.0,7.464644498565024
1924,37.0,1.0,0.0025,10.0,5.0,6.430650593840193
1925,37.0,1.0,0.005,0.5,1.0,1.268922795498147
1926,37.0,1.0,0.005,0.5,2.0,1.5989703958799535
1927,37.0,1.0,0.005,0.5,3.0,0.6866623887981961
1928,37.0,1.0,0.005,0.5,4.0,0.5064597522542497
1929,37.0,1.0,0.005,0.5,5.0,0.5185717612378965
1930,37.0,1.0,0.005,2.875,1.0,7.308112021161636
1931,37.0,1.0,0.005,2.875,2.0,5.9183277444583355
1932,37.0,1.0,0.005,2.875,3.0,3.7933886252636313
1933,37.0,1.0,0.005,2.875,4.0,8.058506096324898
1934,37.0,1.0,0.005,2.875,5.0,6.09795295244753
1935,37.0,1.0,0.005,5.25,1.0,9.498615557102976
1936,37.0,1.0,0.005,5.25,2.0,8.816891045750623
1937,37.0,1.0,0.005,5.25,3.0,5.178776888447978
1938,37.0,1.0,0.005,5.25,4.0,6.461917219454575
1939,37.0,1.0,0.005,5.25,5.0,5.5050555610915755
1940,37.0,1.0,0.005,7.625,1.0,6.49654509852636
1941,37.0,1.0,0.005,7.625,2.0,8.331394757954236
1942,37.0,1.0,0.005,7.625,3.0,6.5510216607473994
1943,37.0,1.0,0.005,7.625,4.0,5.470777958841764
1944,37.0,1.0,0.005,7.625,5.0,8.939299891014278
1945,37.0,1.0,0.005,10.0,1.0,11.944796746516566
1946,37.0,1.0,0.005,10.0,2.0,7.377305147293127
1947,37.0,1.0,0.005,10.0,3.0,7.866719969895077
1948,37.0,1.0,0.005,10.0,4.0,8.791162278481904
1949,37.0,1.0,0.005,10.0,5.0,9.266130599777405
1950,37.0,1.0,0.0075,0.5,1.0,1.4275891367859859
1951,37.0,1.0,0.0075,0.5,2.0,1.9160692028778314
1952,37.0,1.0,0.0075,0.5,3.0,0.46729777775426823
1953,37.0,1.0,0.0075,0.5,4.0,0.31439463831397385
1954,37.0,1.0,0.0075,0.5,5.0,0.613176530267738
1955,37.0,1.0,0.0075,2.875,1.0,11.598321302645422
1956,37.0,1.0,0.0075,2.875,2.0,7.5011157823293235
1957,37.0,1.0,0.0075,2.875,3.0,2.846956721512512
1958,37.0,1.0,0.0075,2.875,4.0,5.546434482424201
1959,37.0,1.0,0.0075,2.875,5.0,7.608904688507155
1960,37.0,1.0,0.0075,5.25,1.0,7.86791619968677
1961,37.0,1.0,0.0075,5.25,2.0,8.182335742226535
1962,37.0,1.0,0.0075,5.25,3.0,3.1149081546173276
1963,37.0,1.0,0.0075,5.25,4.0,5.1290118333036245
1964,37.0,1.0,0.0075,5.25,5.0,7.854215886905054
1965,37.0,1.0,0.0075,7.625,1.0,6.770371291097868
1966,37.0,1.0,0.0075,7.625,2.0,11.484482165757548
1967,37.0,1.0,0.0075,7.625,3.0,8.126316073247072
1968,37.0,1.0,0.0075,7.625,4.0,6.944006875509285
1969,37.0,1.0,0.0075,7.625,5.0,7.094188305785631
1970,37.0,1.0,0.0075,10.0,1.0,18.479065814667297
1971,37.0,1.0,0.0075,10.0,2.0,10.941584273385118
1972,37.0,1.0,0.0075,10.0,3.0,5.453178040172466
1973,37.0,1.0,0.0075,10.0,4.0,9.668013053714374
1974,37.0,1.0,0.0075,10.0,5.0,12.424372567139978
1975,37.0,1.0,0.01,0.5,1.0,0.8802047273351246
1976,37.0,1.0,0.01,0.5,2.0,1.0581307766138812
1977,37.0,1.0,0.01,0.5,3.0,1.16644610097199
1978,37.0,1.0,0.01,0.5,4.0,0.4581678713529664
1979,37.0,1.0,0.01,0.5,5.0,0.3316601099824013
1980,37.0,1.0,0.01,2.875,1.0,6.4453628048165825
1981,37.0,1.0,0.01,2.875,2.0,7.455668005095687
1982,37.0,1.0,0.01,2.875,3.0,1.1612930124150271
1983,37.0,1.0,0.01,2.875,4.0,3.7220101744560794
1984,37.0,1.0,0.01,2.875,5.0,6.805716574626141
1985,37.0,1.0,0.01,5.25,1.0,8.845744842274325
1986,37.0,1.0,0.01,5.25,2.0,8.485134818901212
1987,37.0,1.0,0.01,5.25,3.0,7.220270781344828
1988,37.0,1.0,0.01,5.25,4.0,5.404399714756516
1989,37.0,1.0,0.01,5.25,5.0,8.325196184702099
1990,37.0,1.0,0.01,7.625,1.0,9.359353709792336
1991,37.0,1.0,0.01,7.625,2.0,11.115260851924546
1992,37.0,1.0,0.01,7.625,3.0,3.8139476069178655
1993,37.0,1.0,0.01,7.625,4.0,5.976352563922817
1994,37.0,1.0,0.01,7.625,5.0,8.7620975297563
1995,37.0,1.0,0.01,10.0,1.0,13.010219896667575
1996,37.0,1.0,0.01,10.0,2.0,12.007784643482065
1997,37.0,1.0,0.01,10.0,3.0,7.032272227272244
1998,37.0,1.0,0.01,10.0,4.0,8.516509621360246
1999,37.0,1.0,0.01,10.0,5.0,6.847768276935473
2000,37.0,10.0,0.0,0.5,1.0,7.770747953580569
2001,37.0,10.0,0.0,0.5,2.0,6.26408607535058
2002,37.0,10.0,0.0,0.5,3.0,5.663970996870224
2003,37.0,10.0,0.0,0.5,4.0,5.096073745692016
2004,37.0,10.0,0.0,0.5,5.0,3.970560762266144
2005,37.0,10.0,0.0,2.875,1.0,17.8138088759648
2006,37.0,10.0,0.0,2.875,2.0,12.137790264096765
2007,37.0,10.0,0.0,2.875,3.0,9.545747298901329
2008,37.0,10.0,0.0,2.875,4.0,7.490242656219772
2009,37.0,10.0,0.0,2.875,5.0,10.571896484200085
2010,37.0,10.0,0.0,5.25,1.0,7.698825492530017
2011,37.0,10.0,0.0,5.25,2.0,11.302910414007382
2012,37.0,10.0,0.0,5.25,3.0,15.786389434798767
2013,37.0,10.0,0.0,5.25,4.0,17.537090323842314
2014,37.0,10.0,0.0,5.25,5.0,20.552097583291612
2015,37.0,10.0,0.0,7.625,1.0,6.686717854800537
2016,37.0,10.0,0.0,7.625,2.0,10.155118112361954
2017,37.0,10.0,0.0,7.625,3.0,14.945479253060267
2018,37.0,10.0,0.0,7.625,4.0,13.024383855220545
2019,37.0,10.0,0.0,7.625,5.0,6.914173327885767
2020,37.0,10.0,0.0,10.0,1.0,13.453414397711825
2021,37.0,10.0,0.0,10.0,2.0,11.50568460771937
2022,37.0,10.0,0.0,10.0,3.0,19.229244113765894
2023,37.0,10.0,0.0,10.0,4.0,16.099021628480426
2024,37.0,10.0,0.0,10.0,5.0,11.925909286345165
2025,37.0,10.0,0.0025,0.5,1.0,7.3779682976623295
2026,37.0,10.0,0.0025,0.5,2.0,6.631002899673206
2027,37.0,10.0,0.0025,0.5,3.0,3.871019877898015
2028,37.0,10.0,0.0025,0.5,4.0,3.616084429453714
2029,37.0,10.0,0.0025,0.5,5.0,4.596049873413415
2030,37.0,10.0,0.0025,2.875,1.0,12.198894121169497
2031,37.0,10.0,0.0025,2.875,2.0,10.00273117688116
2032,37.0,10.0,0.0025,2.875,3.0,6.8162622393344225
2033,37.0,10.0,0.0025,2.875,4.0,12.424597583753274
2034,37.0,10.0,0.0025,2.875,5.0,13.191259763043258
2035,37.0,10.0,0.0025,5.25,1.0,11.671515335682
2036,37.0,10.0,0.0025,5.25,2.0,9.002553568943506
2037,37.0,10.0,0.0025,5.25,3.0,6.550513438017056
2038,37.0,10.0,0.0025,5.25,4.0,9.411461214287723
2039,37.0,10.0,0.0025,5.25,5.0,8.53934078734132
2040,37.0,10.0,0.0025,7.625,1.0,9.590134504458948
2041,37.0,10.0,0.0025,7.625,2.0,9.860514685338439
2042,37.0,10.0,0.0025,7.625,3.0,8.877262517749978
2043,37.0,10.0,0.0025,7.625,4.0,12.221415382592301
2044,37.0,10.0,0.0025,7.625,5.0,13.190097672363427
2045,37.0,10.0,0.0025,10.0,1.0,10.761788031126972
2046,37.0,10.0,0.0025,10.0,2.0,11.749824525901673
2047,37.0,10.0,0.0025,10.0,3.0,15.85596462843723
2048,37.0,10.0,0.0025,10.0,4.0,9.095356034603789
2049,37.0,10.0,0.0025,10.0,5.0,12.645374856882475
2050,37.0,10.0,0.005,0.5,1.0,7.616674467360167
2051,37.0,10.0,0.005,0.5,2.0,9.34646895046303
2052,37.0,10.0,0.005,0.5,3.0,5.881810733952157
2053,37.0,10.0,0.005,0.5,4.0,3.9708306110356375
2054,37.0,10.0,0.005,0.5,5.0,5.09903940536855
2055,37.0,10.0,0.005,2.875,1.0,9.507317159218958
2056,37.0,10.0,0.005,2.875,2.0,11.398906170330433
2057,37.0,10.0,0.005,2.875,3.0,6.6570500844184055
2058,37.0,10.0,0.005,2.875,4.0,14.808076871138473
2059,37.0,10.0,0.005,2.875,5.0,9.630387100765521
2060,37.0,10.0,0.005,5.25,1.0,13.63172064109327
2061,37.0,10.0,0.005,5.25,2.0,17.184762521642636
2062,37.0,10.0,0.005,5.25,3.0,9.51302798363545
2063,37.0,10.0,0.005,5.25,4.0,14.069378383948708
2064,37.0,10.0,0.005,5.25,5.0,14.24151040784297
2065,37.0,10.0,0.005,7.625,1.0,12.460089917186917
2066,37.0,10.0,0.005,7.625,2.0,14.297338921644833
2067,37.0,10.0,0.005,7.625,3.0,10.019247074495256
2068,37.0,10.0,0.005,7.625,4.0,12.550626465985067
2069,37.0,10.0,0.005,7.625,5.0,12.214946008018785
2070,37.0,10.0,0.005,10.0,1.0,10.32868136836618
2071,37.0,10.0,0.005,10.0,2.0,14.678130960859146
2072,37.0,10.0,0.005,10.0,3.0,13.973350385245848
2073,37.0,10.0,0.005,10.0,4.0,10.755006670806129
2074,37.0,10.0,0.005,10.0,5.0,18.116898198447046
2075,37.0,10.0,0.0075,0.5,1.0,5.83980169846023
2076,37.0,10.0,0.0075,0.5,2.0,6.082979562836991
2077,37.0,10.0,0.0075,0.5,3.0,5.668302924069212
2078,37.0,10.0,0.0075,0.5,4.0,4.36472060007395
2079,37.0,10.0,0.0075,0.5,5.0,5.044324539368671
2080,37.0,10.0,0.0075,2.875,1.0,18.445605423630735
2081,37.0,10.0,0.0075,2.875,2.0,8.250379662356348
2082,37.0,10.0,0.0075,2.875,3.0,7.430393920837768
2083,37.0,10.0,0.0075,2.875,4.0,15.776654054365645
2084,37.0,10.0,0.0075,2.875,5.0,12.006469885573479
2085,37.0,10.0,0.0075,5.25,1.0,14.140756489230643
2086,37.0,10.0,0.0075,5.25,2.0,6.487144838828344
2087,37.0,10.0,0.0075,5.25,3.0,12.557869268385332
2088,37.0,10.0,0.0075,5.25,4.0,13.106098180404706
2089,37.0,10.0,0.0075,5.25,5.0,11.20630581455284
2090,37.0,10.0,0.0075,7.625,1.0,10.55232166648175
2091,37.0,10.0,0.0075,7.625,2.0,10.518743072402497
2092,37.0,10.0,0.0075,7.625,3.0,10.554489480036668
2093,37.0,10.0,0.0075,7.625,4.0,6.658222841657111
2094,37.0,10.0,0.0075,7.625,5.0,11.838310418587
2095,37.0,10.0,0.0075,10.0,1.0,21.199736483885438
2096,37.0,10.0,0.0075,10.0,2.0,9.048884353560318
2097,37.0,10.0,0.0075,10.0,3.0,4.715182772974468
2098,37.0,10.0,0.0075,10.0,4.0,13.212616544785671
2099,37.0,10.0,0.0075,10.0,5.0,12.563750633815179
2100,37.0,10.0,0.01,0.5,1.0,6.741672465311991
2101,37.0,10.0,0.01,0.5,2.0,6.024779944795869
2102,37.0,10.0,0.01,0.5,3.0,4.838729862651167
2103,37.0,10.0,0.01,0.5,4.0,4.584344278687149
2104,37.0,10.0,0.01,0.5,5.0,4.132887860749838
2105,37.0,10.0,0.01,2.875,1.0,9.306075438270655
2106,37.0,10.0,0.01,2.875,2.0,8.845194976775415
2107,37.0,10.0,0.01,2.875,3.0,10.520822567728647
2108,37.0,10.0,0.01,2.875,4.0,12.157596028443745
2109,37.0,10.0,0.01,2.875,5.0,9.088137616315993
2110,37.0,10.0,0.01,5.25,1.0,13.177098284101017
2111,37.0,10.0,0.01,5.25,2.0,12.597578645580448
2112,37.0,10.0,0.01,5.25,3.0,5.263724710995446
2113,37.0,10.0,0.01,5.25,4.0,11.942901425825184
2114,37.0,10.0,0.01,5.25,5.0,11.41346089442915
2115,37.0,10.0,0.01,7.625,1.0,18.62179366141025
2116,37.0,10.0,0.01,7.625,2.0,13.260511452979117
2117,37.0,10.0,0.01,7.625,3.0,10.063129165135182
2118,37.0,10.0,0.01,7.625,4.0,13.793681083474672
2119,37.0,10.0,0.01,7.625,5.0,17.28747645109537
2120,37.0,10.0,0.01,10.0,1.0,15.983481872442463
2121,37.0,10.0,0.01,10.0,2.0,13.593697656161549
2122,37.0,10.0,0.01,10.0,3.0,11.633666414657727
2123,37.0,10.0,0.01,10.0,4.0,14.629723771810324
2124,37.0,10.0,0.01,10.0,5.0,11.524253437556276
2125,37.0,100.0,0.0,0.5,1.0,7.179831404574687
2126,37.0,100.0,0.0,0.5,2.0,5.8883238616975415
2127,37.0,100.0,0.0,0.5,3.0,6.239209342175165
2128,37.0,100.0,0.0,0.5,4.0,5.636909222111658
2129,37.0,100.0,0.0,0.5,5.0,5.964838650937342
2130,37.0,100.0,0.0,2.875,1.0,18.883350167473345
2131,37.0,100.0,0.0,2.875,2.0,10.882191018160743
2132,37.0,100.0,0.0,2.875,3.0,9.080140937823929
2133,37.0,100.0,0.0,2.875,4.0,9.504262933931587
2134,37.0,100.0,0.0,2.875,5.0,14.465029247713067
2135,37.0,100.0,0.0,5.25,1.0,13.092382674671745
2136,37.0,100.0,0.0,5.25,2.0,17.686401806557345
2137,37.0,100.0,0.0,5.25,3.0,17.3517565705145
2138,37.0,100.0,0.0,5.25,4.0,15.691161763614712
2139,37.0,100.0,0.0,5.25,5.0,10.603844406677378
2140,37.0,100.0,0.0,7.625,1.0,18.877769774971988
2141,37.0,100.0,0.0,7.625,2.0,18.19310434201211
2142,37.0,100.0,0.0,7.625,3.0,13.071513923196955
2143,37.0,100.0,0.0,7.625,4.0,12.492766249514146
2144,37.0,100.0,0.0,7.625,5.0,12.797009358100887
2145,37.0,100.0,0.0,10.0,1.0,11.028079346975398
2146,37.0,100.0,0.0,10.0,2.0,8.705387023205372
2147,37.0,100.0,0.0,10.0,3.0,19.214012352675454
2148,37.0,100.0,0.0,10.0,4.0,14.130373650242257
2149,37.0,100.0,0.0,10.0,5.0,12.801709527378005
2150,37.0,100.0,0.0025,0.5,1.0,8.16926065817829
2151,37.0,100.0,0.0025,0.5,2.0,6.187195514446236
2152,37.0,100.0,0.0025,0.5,3.0,5.792747584995294
2153,37.0,100.0,0.0025,0.5,4.0,6.036717877759257
2154,37.0,100.0,0.0025,0.5,5.0,5.747423121462507
2155,37.0,100.0,0.0025,2.875,1.0,16.172053267267724
2156,37.0,100.0,0.0025,2.875,2.0,15.83741132270734
2157,37.0,100.0,0.0025,2.875,3.0,12.523350979491655
2158,37.0,100.0,0.0025,2.875,4.0,14.62017341942313
2159,37.0,100.0,0.0025,2.875,5.0,9.187857356400277
2160,37.0,100.0,0.0025,5.25,1.0,23.965786616562433
2161,37.0,100.0,0.0025,5.25,2.0,13.299532025655486
2162,37.0,100.0,0.0025,5.25,3.0,13.152219743721847
2163,37.0,100.0,0.0025,5.25,4.0,13.498775974187385
2164,37.0,100.0,0.0025,5.25,5.0,13.717618275839815
2165,37.0,100.0,0.0025,7.625,1.0,12.4880626256374
2166,37.0,100.0,0.0025,7.625,2.0,11.189898846069518
2167,37.0,100.0,0.0025,7.625,3.0,14.087609490418862
2168,37.0,100.0,0.0025,7.625,4.0,17.31019862377983
2169,37.0,100.0,0.0025,7.625,5.0,4.013731038985441
2170,37.0,100.0,0.0025,10.0,1.0,14.439578013535243
2171,37.0,100.0,0.0025,10.0,2.0,13.272257540831859
2172,37.0,100.0,0.0025,10.0,3.0,14.46355891406761
2173,37.0,100.0,0.0025,10.0,4.0,12.495346345277948
2174,37.0,100.0,0.0025,10.0,5.0,8.305944911921596
2175,37.0,100.0,0.005,0.5,1.0,6.400217319567183
2176,37.0,100.0,0.005,0.5,2.0,8.283989791854353
2177,37.0,100.0,0.005,0.5,3.0,6.682403597310431
2178,37.0,100.0,0.005,0.5,4.0,5.499135665620239
2179,37.0,100.0,0.005,0.5,5.0,5.781760537662682
2180,37.0,100.0,0.005,2.875,1.0,15.396414712121967
2181,37.0,100.0,0.005,2.875,2.0,8.413916568861705
2182,37.0,100.0,0.005,2.875,3.0,16.481204296223204
2183,37.0,100.0,0.005,2.875,4.0,11.361134538666152
2184,37.0,100.0,0.005,2.875,5.0,14.855563902053337
2185,37.0,100.0,0.005,5.25,1.0,11.64682850184251
2186,37.0,100.0,0.005,5.25,2.0,11.72549738743709
2187,37.0,100.0,0.005,5.25,3.0,11.486117176518702
2188,37.0,100.0,0.005,5.25,4.0,19.026599140186537
2189,37.0,100.0,0.005,5.25,5.0,12.726499784829196
2190,37.0,100.0,0.005,7.625,1.0,14.215070154875562
2191,37.0,100.0,0.005,7.625,2.0,12.6110155600532
2192,37.0,100.0,0.005,7.625,3.0,12.872055613362742
2193,37.0,100.0,0.005,7.625,4.0,15.810982315166658
2194,37.0,100.0,0.005,7.625,5.0,14.541892230897336
2195,37.0,100.0,0.005,10.0,1.0,7.999997160676355
2196,37.0,100.0,0.005,10.0,2.0,12.026400380421512
2197,37.0,100.0,0.005,10.0,3.0,7.505155499469751
2198,37.0,100.0,0.005,10.0,4.0,11.20653728012017
2199,37.0,100.0,0.005,10.0,5.0,12.859401959888666
2200,37.0,100.0,0.0075,0.5,1.0,6.284478138591189
2201,37.0,100.0,0.0075,0.5,2.0,5.95542652479752
2202,37.0,100.0,0.0075,0.5,3.0,6.830027546110275
2203,37.0,100.0,0.0075,0.5,4.0,6.1537752655262565
2204,37.0,100.0,0.0075,0.5,5.0,7.035961906189376
2205,37.0,100.0,0.0075,2.875,1.0,14.474235611034436
2206,37.0,100.0,0.0075,2.875,2.0,21.290365984438544
2207,37.0,100.0,0.0075,2.875,3.0,9.661870309968332
2208,37.0,100.0,0.0075,2.875,4.0,12.35905012388449
2209,37.0,100.0,0.0075,2.875,5.0,13.268833207564885
2210,37.0,100.0,0.0075,5.25,1.0,13.60442089667934
